ID,SMILES_chiral,SMILES_no_chiral,Target_1,pIC50_1,Target_category,Dataset,pEC50,Target_2,pIC50_2
UNPD_subset_A_13147,C/C1=C\CC[C@@](C)(O)[C@@H]2CC[C@](C)(O)[C@H]2/C=C(/C(C)C)[C@@H](O)C1,CC1=CCCC(C)(O)C2CCC(C)(O)C2C=C(C(C)C)C(O)C1,,,,UNPD-A,,,
UNPD_subset_A_13148,CC[C@]1(C)O[C@H]1CC/C(C)=C/CC=C(C)CC(=O)O,CCC1(C)OC1CCC(C)=CCC=C(C)CC(=O)O,,,,UNPD-A,,,
UNPD_subset_A_13149,CC1(C)C(=O)C=C[C@@]2(C)[C@@H]1CC[C@]1(C)[C@H]2CC=C2[C@@H]3CC(C)(C)[C@@H](O)[C@H](O)[C@]3(CO)[C@H](O)[C@H](O)[C@]21C,CC1(C)CC2C3=CCC4C5(C)C=CC(=O)C(C)(C)C5CCC4(C)C3(C)C(O)C(O)C2(CO)C(O)C1O,,,,UNPD-A,,,
UNPD_subset_A_13150,CC=C1C(=O)C[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](NC(=O)OCC)CC[C@@]45C[C@@]35CC[C@]12C,CC=C1C(=O)CC2(C)C3CCC4C(C)(C)C(NC(=O)OCC)CCC45CC35CCC12C,,,,UNPD-A,,,
UNPD_subset_A_13151,CC(=O)OC[C@H]1O[C@@H](Oc2ccc3c(c2)OC[C@H]2c4cc5c(cc4O[C@@H]32)OCO5)[C@H](O)[C@H](O)[C@@H]1O,CC(=O)OCC1OC(Oc2ccc3c(c2)OCC2c4cc5c(cc4OC32)OCO5)C(O)C(O)C1O,,,,UNPD-A,,,
UNPD_subset_A_13152,CCCCC[C@H](O)CC(=O)NC1CCOC1=O,CCCCCC(O)CC(=O)NC1CCOC1=O,,,,UNPD-A,,,
UNPD_subset_A_13153,CC(=O)OCc1c(O)oc2c1C(OC(C)=O)C/C(C)=C/CC[C@@]1(C)O[C@H]21,CC(=O)OCc1c(O)oc2c1C(OC(C)=O)CC(C)=CCCC1(C)OC21,,,,UNPD-A,,,
UNPD_subset_A_13154,COC1=C(OC)C2[C@@H]3Cc4ccc(O)c(OC)c4[C@]2(CCN3C)CC1=O,COC1=C(OC)C2C3Cc4ccc(O)c(OC)c4C2(CCN3C)CC1=O,,,,UNPD-A,,,
UNPD_subset_A_13155,C/C(C=C=C1C(C)(C)C[C@H](O)C[C@@]1(C)O)=C\C=C\C(C)=C\C=C\C=C(C=O)/C=C/C=C(\C)CC[C@@]12O[C@]1(C)C[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]1O)CC2(C)C,CC(C=C=C1C(C)(C)CC(O)CC1(C)O)=CC=CC(C)=CC=CC=C(C=O)C=CC=C(C)CCC12OC1(C)CC(OC1OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C1O)CC2(C)C,,,,UNPD-A,,,
UNPD_subset_A_13156,O=C1c2cc3c(c4c2c(cc2c(O)cccc24)N1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OCO3,O=C1c2cc3c(c4c2c(cc2c(O)cccc24)N1OC1OC(CO)C(O)C(O)C1O)OCO3,,,,UNPD-A,,,
UNPD_subset_A_13157,CC1C(=O)c2c(O)oc(O)c2CC2CC(C)(C)CC21,CC1C(=O)c2c(O)oc(O)c2CC2CC(C)(C)CC21,,,,UNPD-A,,,
UNPD_subset_A_13158,COc1cc2c3c(cc(O)c2cc1C)C(C)(C)C(=O)C3O,COc1cc2c3c(cc(O)c2cc1C)C(C)(C)C(=O)C3O,,,,UNPD-A,,,
UNPD_subset_A_13159,COc1ccc2c(c1)OC/C(=C\c1ccc3c(c1)OCO3)C2=O,COc1ccc2c(c1)OCC(=Cc1ccc3c(c1)OCO3)C2=O,,,,UNPD-A,,,
UNPD_subset_A_13160,CC(=O)O[C@@H]1CC[C@]2(C)C3=C(CC[C@@H]2C1(C)C)[C@@]1(C)CC[C@@H](C(CCC=C(C)C)C(=O)O)[C@]1(C)CC3,CC(=O)OC1CCC2(C)C3=C(CCC2C1(C)C)C1(C)CCC(C(CCC=C(C)C)C(=O)O)C1(C)CC3,,,,UNPD-A,,,
UNPD_subset_A_13161,COc1cc(C)cc2ccc(O)c(OC)c12,COc1cc(C)cc2ccc(O)c(OC)c12,,,,UNPD-A,,,
UNPD_subset_A_13162,CC(C)CCCCCCCC/C=C/C[C@H](OS(=O)(=O)O)[C@H](O)[C@H](N)CO,CC(C)CCCCCCCCC=CCC(OS(=O)(=O)O)C(O)C(N)CO,,,,UNPD-A,,,
UNPD_subset_A_13163,CC#CC#CC#C[C@H](O)CCO,CC#CC#CC#CC(O)CCO,,,,UNPD-A,,,
UNPD_subset_A_13164,CC(=O)O[C@@H]1[C@@]2(C)[C@@H]3CC(C)(C)C(=O)C3C[C@@]2(C)[C@H](OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@](C)(OC(C)=O)C[C@@]21O,CC(=O)OC1C2C(OC(=O)c3ccccc3)C(C)(OC(C)=O)CC2(O)C(OC(C)=O)C2(C)C3CC(C)(C)C(=O)C3CC12C,,,,UNPD-A,,,
UNPD_subset_A_13165,CN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OC(C)(C)O[C@H]21,CN(C)c1ncnc2c1ncn2C1OC(CO)C2OC(C)(C)OC21,,,,UNPD-A,,,
UNPD_subset_A_13166,COc1cc2c(cc1Cl)C(=O)C(=O)N2C,COc1cc2c(cc1Cl)C(=O)C(=O)N2C,,,,UNPD-A,,,
UNPD_subset_A_13167,COc1c(C)c(O)c(C(=O)CCc2ccc(O)cc2)c(OC)c1C,COc1c(C)c(O)c(C(=O)CCc2ccc(O)cc2)c(OC)c1C,,,,UNPD-A,,,
UNPD_subset_A_13168,NC[C@H](O)c1ccc(O)c(O)c1,NCC(O)c1ccc(O)c(O)c1,,,,UNPD-A,,,
UNPD_subset_A_13169,COc1cc2c(cc1O)[C@@H]1Cc3cc(OC)c(O)c(OC)c3C(=O)N1CC2,COc1cc2c(cc1O)C1Cc3cc(OC)c(O)c(OC)c3C(=O)N1CC2,,,,UNPD-A,,,
UNPD_subset_A_13170,Oc1coc2cc(O)ccc2c(O)c2cc(O)c(O)cc2c1,Oc1coc2cc(O)ccc2c(O)c2cc(O)c(O)cc2c1,,,,UNPD-A,,,
UNPD_subset_A_13171,C[C@@H]1C=C2C(C(=O)c3c(O)cc(O)c4c3[C@]23O[C@@H]2[C@@H](C)O[C@H](C)C5C(=O)c6c(O)cc(O)cc6[C@@]4(O)[C@]52O3)[C@@H](C)O1,CC1C=C2C(C(=O)c3c(O)cc(O)c4c3C23OC2C(C)OC(C)C5C(=O)c6c(O)cc(O)cc6C4(O)C25O3)C(C)O1,,,,UNPD-A,,,
UNPD_subset_A_13172,COc1c2ccoc2cc2oc(=O)c(C[C@H](O)C(C)(C)O)cc12,COc1c2ccoc2cc2oc(=O)c(CC(O)C(C)(C)O)cc12,,,,UNPD-A,,,
UNPD_subset_A_13173,CC(C)[C@](O)(Cc1c(O)c(C(=O)C2[C@H](C)C=C[C@@H]3CCCC[C@@H]23)c(O)n1C)C(=O)O,CC1C=CC2CCCCC2C1C(=O)c1c(O)c(CC(O)(C(=O)O)C(C)C)n(C)c1O,,,,UNPD-A,,,
UNPD_subset_A_13174,C[C@]1(O)C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2C3C(=O)O,CC1(O)CC23CC1CCC2C12CCC(O)C(C)(C(=O)O1)C2C3C(=O)O,,,,UNPD-A,,,
UNPD_subset_A_13175,C[C@@H]1O[C@@H](OCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@H](O)[C@@H]2O)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CC1OC(OC2C(OCc3ccccc3)OC(C)C(OCc3ccccc3)C2OCc2ccccc2)C(O)C(O)C1O,,,,UNPD-A,,,
UNPD_subset_A_13176,CC(C)=CCC/C(C)=C/C[C@]1(C)C(=O)C(C)C(=O)C2=C1O[C@H](C)CC2=O,CC(C)=CCCC(C)=CCC1(C)C(=O)C(C)C(=O)C2=C1OC(C)CC2=O,,,,UNPD-A,,,
UNPD_subset_A_13177,COc1ccc2c3ccn(C)c4cc(=O)c(=O)n(c3-4)c2c1,COc1ccc2c3ccn(C)c4cc(=O)c(=O)n(c3-4)c2c1,,,,UNPD-A,,,
UNPD_subset_A_13178,C=CC(C)(C)c1cc2c(cc1O)OC[C@H]1c3ccc(O)c(CC=C(C)C)c3O[C@@H]21,C=CC(C)(C)c1cc2c(cc1O)OCC1c3ccc(O)c(CC=C(C)C)c3OC21,,,,UNPD-A,,,
UNPD_subset_A_13179,CC1=C(C(=O)O)C(C)(C)CCC1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC1=C(C(=O)O)C(C)(C)CCC1OC1OC(CO)C(O)C(O)C1O,,,,UNPD-A,,,
UNPD_subset_A_13180,C=C1C[C@@H](OC(=O)C(O)C(C)C)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(C)=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@@H]12,C=C1CC(OC(=O)C(O)C(C)C)C2C(=C)C(=O)OC2C2C(C)=C(OC3OC(CO)C(O)C(O)C3O)CC12,,,,UNPD-A,,,
UNPD_subset_A_13181,C[C@@H](O)CC(=O)O[C@H](CCC(C)(C)O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=C(CC[C@]12C)[C@@]1(C)C[C@H](O)[C@H](O)CC1C(=O)C3,CC(O)CC(=O)OC(CCC(C)(C)O)C(C)(O)C1CCC2(O)C3=C(CCC12C)C1(C)CC(O)C(O)CC1C(=O)C3,,,,UNPD-A,,,
UNPD_subset_A_13182,C=C(C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]1CCC(=C)[C@@H]2C[C@@H](O)C(=C)[C@@H]2C1,C=C(C(=O)OC1OC(CO)C(O)C(O)C1O)C1CCC(=C)C2CC(O)C(=C)C2C1,,,,UNPD-A,,,
UNPD_subset_A_13183,C/C=C/CCCCCCCCCCCCC[C@]1(OC)C=CC(=O)O1,CC=CCCCCCCCCCCCCCC1(OC)C=CC(=O)O1,,,,UNPD-A,,,
UNPD_subset_A_13184,CC/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)N(C)C1C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)NC(C(N)=O)CCC(=O)O[C@@H]1C,CCC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(C)C(=O)NC(C(N)=O)CCC(=O)OC1C,,,,UNPD-A,,,
UNPD_subset_A_13185,O=Cc1ccc2[nH]c3cc(O)ccc3c2c1,O=Cc1ccc2[nH]c3cc(O)ccc3c2c1,,,,UNPD-A,,,
UNPD_subset_A_13186,CC(=O)O[C@@H]1CC2C(=O)C=C3C(CC[C@]4(C)[C@@H]([C@@](C)(O)[C@H](O)CCC(C)(C)O)CC[C@@]34O)[C@@]2(C)C[C@@H]1O,CC(=O)OC1CC2C(=O)C=C3C(CCC4(C)C(C(C)(O)C(O)CCC(C)(C)O)CCC34O)C2(C)CC1O,,,,UNPD-A,,,
UNPD_subset_A_13187,CC(=O)OCC1=C[C@H]2CC[C@@H]3[C@@](C)(CO)CCC[C@@]3(C)[C@]23CC[C@H]1C3,CC(=O)OCC1=CC2CCC3C(C)(CO)CCCC3(C)C23CCC1C3,,,,UNPD-A,,,
UNPD_subset_A_13188,CC1=CC(C)(C)[C@]23CC[C@H](O)[C@]12[C@H](C)CC3,CC1=CC(C)(C)C23CCC(C)C12C(O)CC3,,,,UNPD-A,,,
UNPD_subset_A_13189,COc1c2c(c3c(O)c4c(c(O)c3c1OC)C(=O)C(C)=CC4=O)OCO2,COc1c2c(c3c(O)c4c(c(O)c3c1OC)C(=O)C(C)=CC4=O)OCO2,,,,UNPD-A,,,
UNPD_subset_A_13190,CCCCCCCCCCCCCCCc1cc([C@H](C)CCCCCCCCCCCCCc2cccc(OC)c2OC)cc(OC)c1OC,CCCCCCCCCCCCCCCc1cc(C(C)CCCCCCCCCCCCCc2cccc(OC)c2OC)cc(OC)c1OC,,,,UNPD-A,,,
UNPD_subset_A_13191,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O[C@@H]2O[C@H](COC(=O)C=Cc3ccc(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(OC2OC(COC(=O)C=Cc3ccc(O)c(O)c3)C(O)C(O)C2O)C(O)C1O,,,,UNPD-A,,,
UNPD_subset_A_13192,CC[C@H](O)C[C@@]12[C@@H]3C[C@H]4[C@H]5C(C)=C(c6oc(O)c(C)c6OC)O[C@]5(O3)[C@@H]1CCN42,CCC(O)CC12C3CC4C5C(C)=C(c6oc(O)c(C)c6OC)OC5(O3)C1CCN42,,,,UNPD-A,,,
UNPD_subset_A_13193,CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C(=O)O,CC(C=CC=C(C)C(=O)O)=CC=CC=C(C)C=CC1(O)C(C)=CC(=O)CC1(C)C,,,,UNPD-A,,,
UNPD_subset_A_13194,CC1CC(=O)C(=O)[C@@]2(C)C1[C@@H](O)[C@H]1OC(=O)C(O)[C@@]3(O)[C@]4(C)OC[C@]13[C@@H]2[C@@H](O)[C@@H]4O,CC1CC(=O)C(=O)C2(C)C1C(O)C1OC(=O)C(O)C3(O)C4(C)OCC13C2C(O)C4O,,,,UNPD-A,,,
UNPD_subset_A_13195,C=C1C(=O)O[C@@H]2[C@@H]1[C@@H](OC(C)=O)[C@@]1(C)[C@@H]([C@@H](OC(=O)CC(C)C)C[C@H]1O)[C@H](C)[C@H]2O,C=C1C(=O)OC2C(O)C(C)C3C(OC(=O)CC(C)C)CC(O)C3(C)C(OC(C)=O)C12,,,,UNPD-A,,,
UNPD_subset_A_13196,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)C(C)CCC(C)C1CCC2C3CC(=O)C4CC(=O)CCC4(C)C3CCC12C,,,,UNPD-A,,,
UNPD_subset_A_13197,CC(=O)O[C@@H]1C=C2CC(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](C[C@H](O)[C@@]34O[C@H](C[C@@](C)(O)C(C)(C)OC(C)=O)[C@H]4C)[C@@H]12,CC(=O)OC1C=C2CC(=O)C=CC2(C)C2CCC3(C)C(CC(O)C34OC(CC(C)(O)C(C)(C)OC(C)=O)C4C)C12,,,,UNPD-A,,,
UNPD_subset_A_13198,CC=C(C)C(=O)O[C@H]1CC(C)=CC[C@@]2(C)[C@@H](OC(=O)C(C)=CC)C[C@@](O)(C(C)C)[C@H]12,CC=C(C)C(=O)OC1CC(C)=CCC2(C)C(OC(=O)C(C)=CC)CC(O)(C(C)C)C12,,,,UNPD-A,,,
UNPD_subset_A_13199,C=C(CC[C@@]1(OC)O[C@H]2C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4C[C@@H](O)[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C=C(CCC1(OC)OC2CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CC(O)C3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,,,,UNPD-A,,,
UNPD_subset_A_13200,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@]34C(=O)O)C2(C)C)[C@H](O)[C@@H](O)[C@@H]1O,CC1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C(=O)O)C2(C)C)C(O)C(O)C1O,,,,UNPD-A,,,
UNPD_subset_A_13201,CO[C@H](c1ccc(O)cc1)[C@@H](N=C(O)[C@H](CCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H]1NC(=O)[C@H](C)[C@@H]1C)[C@@H](C)O)[C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)O,COC(c1ccc(O)cc1)C(N=C(O)C(CCC(=N)O)N(C)C(=O)C(CC(C)C)N=C(O)C(CCCNC(=N)N)N=C(O)C(NC(=O)C(NC(O)c1[nH]c(O)c(C)c1C)C(C)O)C(C)O)C(=O)N(C)C(C)C(=O)O,,,,UNPD-A,,,
UNPD_subset_A_13202,COc1cc(CCCOC(=O)c2ccccc2)ccc1O,COc1cc(CCCOC(=O)c2ccccc2)ccc1O,,,,UNPD-A,,,
UNPD_subset_A_13203,CCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,CCCCCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1,,,,UNPD-A,,,
UNPD_subset_A_13204,C=C[C@@](C)(O)CCCC(C)C(=O)/C=C/C(C)(C)O,C=CC(C)(O)CCCC(C)C(=O)C=CC(C)(C)O,,,,UNPD-A,,,
UNPD_subset_A_13205,CO[C@H]1C/C=C(\C)Cc2cc(c(O)o2)CC/C(C(C)C)=C\C=C\1C,COC1CC=C(C)Cc2cc(c(O)o2)CCC(C(C)C)=CC=C1C,,,,UNPD-A,,,
UNPD_subset_A_13206,CC1=CC[C@H]2C1=C[C@H](C(C)(C)O)CC[C@H]2C,CC1=CCC2C1=CC(C(C)(C)O)CCC2C,,,,UNPD-A,,,
UNPD_subset_A_13207,COc1cc([C@H]2C[C@H]3O[C@@H](c4ccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c(OC)c4)C[C@H]3O2)ccc1O,COc1cc(C2CC3OC(c4ccc(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)CC3O2)ccc1O,,,,UNPD-A,,,
UNPD_subset_A_13208,C=CCc1ccc(Oc2cc(C=CCOC)cc(O)c2O)cc1,C=CCc1ccc(Oc2cc(C=CCOC)cc(O)c2O)cc1,,,,UNPD-A,,,
UNPD_subset_A_13209,C[C@@]1(CO)[C@H]2CC=C(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]1C2,CC1(CO)C2CC=C(COC3OC(CO)C(O)C(O)C3O)C1C2,,,,UNPD-A,,,
UNPD_subset_A_13210,COc1ccc([C@@H]2CC(=O)c3c(c(CC=C(C)C)c4c(c3OC)OC(C)(C)C=C4)O2)c(OC)c1,COc1ccc(C2CC(=O)c3c(c(CC=C(C)C)c4c(c3OC)OC(C)(C)C=C4)O2)c(OC)c1,,,,UNPD-A,,,
UNPD_subset_A_13211,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1Cc1nccc2c1[nH]c1ccc(O)cc12,CC=C1CN2CCc3c([nH]c4ccccc34)C2CC1Cc1nccc2c1[nH]c1ccc(O)cc12,,,,UNPD-A,,,
UNPD_subset_A_13212,C/C(=C\C=O)CCO,CC(=CC=O)CCO,,,,UNPD-A,,,
UNPD_subset_A_13213,O=C(O)CC1C(=O)O[C@@H]2[C@@H](OC(=O)c3cc(O)c(O)c4oc(O)c1c34)[C@H](OC(=O)c1cc(O)c(O)c(O)c1)O[C@H](CO)[C@H]2O,O=C(O)CC1C(=O)OC2C(O)C(CO)OC(OC(=O)c3cc(O)c(O)c(O)c3)C2OC(=O)c2cc(O)c(O)c3oc(O)c1c23,,,,UNPD-A,,,
UNPD_subset_A_13214,COc1cc(/C=C/C(=O)O[C@H]2C[C@H]3C[C@H](OC(=O)/C=C/c4cc(OC)c(OC)c(OC)c4)[C@@H](C2)N3C)cc(OC)c1OC,COc1cc(C=CC(=O)OC2CC3CC(OC(=O)C=Cc4cc(OC)c(OC)c(OC)c4)C(C2)N3C)cc(OC)c1OC,,,,UNPD-A,,,
UNPD_subset_A_13215,CCOC(=O)NCc1ccc(O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)cc1,CCOC(=O)NCc1ccc(OC2OC(C)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)cc1,,,,UNPD-A,,,
UNPD_subset_A_13216,C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@@H](OC(C)=O)C=C3[C@@H](OCC)O[C@@H](OC(C)=O)[C@]32[C@@H](OC)C[C@H]1C,C=CC(=C)CCC1(C)C(C)CC(OC)C23C(=CC(OC(C)=O)CC12)C(OCC)OC3OC(C)=O,,,,UNPD-A,,,
UNPD_subset_A_13217,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@@](C)(O)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OCC(OC9OC(CO)C(O)C(O)C9O)C(O)C8O)C(C)(O)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,,,,UNPD-A,,,
UNPD_subset_A_13218,C[C@@H]1CC[C@@]2(C)C(C(=O)O)=CCC[C@@H]2[C@@]1(C)CCc1cc(O)oc1O,CC1CCC2(C)C(C(=O)O)=CCCC2C1(C)CCc1cc(O)oc1O,,,,UNPD-A,,,
UNPD_subset_A_13219,C=CCCCCC/C=C\[C@H](O)C#CC#C/C=C/COC(C)=O,C=CCCCCCC=CC(O)C#CC#CC=CCOC(C)=O,,,,UNPD-A,,,
UNPD_subset_A_13220,CCCCCC[C@@H](C)[C@@H]1CC[C@@]2(C)[C@@H]1CC[C@@]1(C)[C@@H]2CC[C@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@]21C,CCCCCCC(C)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCCC(C)(C)C3CCC21C,,,,UNPD-A,,,
UNPD_subset_A_13221,CN1C(=O)C(O)C(c2ccccc2)[C@H](c2ccccc2)[C@H]1O,CN1C(=O)C(O)C(c2ccccc2)C(c2ccccc2)C1O,,,,UNPD-A,,,
UNPD_subset_A_13222,C=CCc1ccc(Oc2cc([C@@H]3Oc4cc(CC=C)cc(Oc5ccc(CC=C)cc5)c4O[C@H]3COc3ccc(CC=C)cc3-c3cc(CC=C)ccc3O)cc(O)c2O)cc1,C=CCc1ccc(Oc2cc(C3Oc4cc(CC=C)cc(Oc5ccc(CC=C)cc5)c4OC3COc3ccc(CC=C)cc3-c3cc(CC=C)ccc3O)cc(O)c2O)cc1,,,,UNPD-A,,,
UNPD_subset_A_13223,CC(C)=C1CC(C)(C)C=C2C1C(=O)C[C@@]2(C)O,CC(C)=C1CC(C)(C)C=C2C1C(=O)CC2(C)O,,,,UNPD-A,,,
UNPD_subset_A_13224,CC(C)(CO)C(N)C(=O)O,CC(C)(CO)C(N)C(=O)O,,,,UNPD-A,,,
UNPD_subset_A_13225,C=C1C(=O)O[C@@H]2[C@@H]3C(C)=CCC3=C(C)C[C@H](OC(C)=O)[C@@H]12,C=C1C(=O)OC2C3C(C)=CCC3=C(C)CC(OC(C)=O)C12,,,,UNPD-A,,,
UNPD_subset_A_13226,C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(O)C1CCC2C3CC=C4CC(OC5OCC(O)C(O)C5O)CCC4(C)C3CCC12C,,,,UNPD-A,,,
UNPD_subset_A_13227,Cc1ccc(S(=O)(=O)O[C@@H]2[C@H]3OC[C@@H](OS(=O)(=O)c4ccc(C)cc4)[C@H](O3)[C@H]2OS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(S(=O)(=O)OC2COC3OC2C(OS(=O)(=O)c2ccc(C)cc2)C3OS(=O)(=O)c2ccc(C)cc2)cc1,,,,UNPD-A,,,
UNPD_subset_A_13228,COc1cc2c(cc1C(C)C)CC=C1C(C)(C)CCC[C@@]12C(=O)O,COc1cc2c(cc1C(C)C)CC=C1C(C)(C)CCCC12C(=O)O,,,,UNPD-A,,,
UNPD_subset_A_13229,CO[C@]1(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C,COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C,,,,UNPD-A,,,
UNPD_subset_A_13230,NS(=O)(=O)c1cc(C(=O)O[C@@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(NCc2ccco2)cc1Cl,NS(=O)(=O)c1cc(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c(NCc2ccco2)cc1Cl,,,,UNPD-A,,,
UNPD_subset_A_13231,C[C@@H]1O[C@@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)NC4=O)C[C@@H](O)[C@H]1O,CC1OC(n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)NC4=O)CC(O)C1O,,,,UNPD-A,,,
UNPD_subset_A_13232,C=C(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C(=O)O)[C@@H](O)C[C@H](O)[C@@]45C[C@@]35CC[C@]12C,C=C(C)C(O)CCC(C)C1CCC2(C)C3CCC4C(C)(C(=O)O)C(O)CC(O)C45CC35CCC12C,,,,UNPD-A,,,
UNPD_subset_A_13233,C[C@@]1(/C=C/Br)C[C@@](C)(Cl)[C@H](Cl)C[C@@H]1Cl,CC1(Cl)CC(C)(C=CBr)C(Cl)CC1Cl,,,,UNPD-A,,,
