ID,SMILES_chiral,SMILES_no_chiral,Target_1,pIC50_1,Target_category,Dataset,pEC50,Target_2,pIC50_2
CHEMBL401117,FC(F)(F)Oc1cc2SC(=Nc3c(F)cc(-c4ccc(C(=O)C5C(C(=O)O)CCC5)cc4)cc3)Nc2cc1,FC(F)(F)Oc1cc2SC(=Nc3c(F)cc(-c4ccc(C(=O)C5C(C(=O)O)CCC5)cc4)cc3)Nc2cc1,Diacylglycerol acyltransferase (DGAT),7.1366773,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL255036,O=C(Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1)Nc1ccccc1,O=C(Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1)Nc1ccccc1,Diacylglycerol acyltransferase (DGAT),7.0087738,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL254824,O=C(Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1)Nc1ccccc1,O=C(Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1)Nc1ccccc1,Diacylglycerol acyltransferase (DGAT),7.0177288,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL402926,O=C(Nc1cc2OCOc2cc1)Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1,O=C(Nc1cc2OCOc2cc1)Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1,Diacylglycerol acyltransferase (DGAT),8.1549015,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL402721,FC(F)(F)c1ccc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)cc1,FC(F)(F)c1ccc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)cc1,Diacylglycerol acyltransferase (DGAT),8.0457573,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL254871,O=C(Nc1ccc(C#N)cc1)Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1,O=C(Nc1ccc(C#N)cc1)Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1,Diacylglycerol acyltransferase (DGAT),7.4559321,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL254870,Fc1c(NC(=O)Nc2ccc(OC)cc2)ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)c1,Fc1c(NC(=O)Nc2ccc(OC)cc2)ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)c1,Diacylglycerol acyltransferase (DGAT),8.0457573,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL253610,O=C(Nc1cc(C(=O)NC)ccc1)Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1,O=C(Nc1cc(C(=O)NC)ccc1)Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1,Diacylglycerol acyltransferase (DGAT),6.0026135,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL254865,FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)c(F)cc1,FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)c(F)cc1,Diacylglycerol acyltransferase (DGAT),8.3010302,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL404419,Clc1cc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)ccc1,Clc1cc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)ccc1,Diacylglycerol acyltransferase (DGAT),8.2218485,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL254658,Fc1cc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)ccc1,Fc1cc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)ccc1,Diacylglycerol acyltransferase (DGAT),7.9586072,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL254445,FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)ccc1,FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)ccc1,Diacylglycerol acyltransferase (DGAT),8.0,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL254444,FC(F)(F)c1c(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)cccc1,FC(F)(F)c1c(NC(=O)Nc2ccc(-c3ccc(C(=O)C4C(C(=O)O)CCC4)cc3)cc2)cccc1,Diacylglycerol acyltransferase (DGAT),8.0457573,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL430405,O=C(Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1)Nc1ccccc1,O=C(Nc1ccc(-c2ccc(C(=O)C3C(C(=O)O)CCC3)cc2)cc1)Nc1ccccc1,Diacylglycerol acyltransferase (DGAT),8.1549015,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL473967,O=C(O)CC1CCC(c2ccc(C=3C(C)(C)OC=4NC=NC(=N)C=4N=3)cc2)CC1,O=C(O)CC1CCC(c2ccc(C=3C(C)(C)OC=4NC=NC(=N)C=4N=3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),7.8239088,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL515415,O=C(O)C12CCC(c3ccc(C=4C(C)(C)OC=5NC=NC(=N)C=5N=4)cc3)(CC1)CC2,O=C(O)C12CCC(c3ccc(C=4C(C)(C)OC=5NC=NC(=N)C=5N=4)cc3)(CC1)CC2,Diacylglycerol acyltransferase (DGAT),7.5528421,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL473384,O=C(O)CC12CCC(c3ccc(C=4C(C)(C)OC=5NC=NC(=N)C=5N=4)cc3)(CC1)CC2,O=C(O)CC12CCC(c3ccc(C=4C(C)(C)OC=5NC=NC(=N)C=5N=4)cc3)(CC1)CC2,Diacylglycerol acyltransferase (DGAT),7.8239088,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL513992,O=C(O)C(C)C12CCC(c3ccc(C=4C(C)(C)OC=5NC=NC(=N)C=5N=4)cc3)(CC1)CC2,O=C(O)C(C)C12CCC(c3ccc(C=4C(C)(C)OC=5NC=NC(=N)C=5N=4)cc3)(CC1)CC2,Diacylglycerol acyltransferase (DGAT),7.5528421,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL473385,O=C(O)C12CCC(c3ccc(C=4C(C)(C)OC=5NC=NC(=N)C=5N=4)cc3)(CC1)CCC2,O=C(O)C12CCC(c3ccc(C=4C(C)(C)OC=5NC=NC(=N)C=5N=4)cc3)(CC1)CCC2,Diacylglycerol acyltransferase (DGAT),7.1611509,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL473386,O=C(O)CC12CC3(c4ccc(C=5C(C)(C)OC=6NC=NC(=N)C=6N=5)cc4)CC(C1)CC(C2)C3,O=C(O)CC12CC3(c4ccc(C=5C(C)(C)OC=6NC=NC(=N)C=6N=5)cc4)CC(C1)CC(C2)C3,Diacylglycerol acyltransferase (DGAT),6.9208188,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL473982,O=C(O)C12CC3(c4ccc(C=5C(C)(C)OC=6NC=NC(=N)C=6N=5)cc4)CC(C1)CC(C2)C3,O=C(O)C12CC3(c4ccc(C=5C(C)(C)OC=6NC=NC(=N)C=6N=5)cc4)CC(C1)CC(C2)C3,Diacylglycerol acyltransferase (DGAT),6.6020598,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089874,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),7.4814858,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089304,O=C(NCCNC(=O)c1ccc(OCC)cc1)c1c(C)cn(-c2ccccc2)n1,O=C(NCCNC(=O)c1ccc(OCC)cc1)c1c(C)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),5.6989698,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089875,O=C(NCCNC(=O)c1ccc(OCC)cc1)c1c(C)nn(-c2ccccc2)c1,O=C(NCCNC(=O)c1ccc(OCC)cc1)c1c(C)nn(-c2ccccc2)c1,Diacylglycerol acyltransferase (DGAT),6.1870866,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1092303,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(C2CCCCC2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(C2CCCCC2)n1,Diacylglycerol acyltransferase (DGAT),6.6575775,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1092009,Clc1ccc(-n2nc(C(F)(F)F)c(C(=O)NCCNC(=O)c3ccc(OCC)cc3)c2)cc1,Clc1ccc(-n2nc(C(F)(F)F)c(C(=O)NCCNC(=O)c3ccc(OCC)cc3)c2)cc1,Diacylglycerol acyltransferase (DGAT),7.0268722,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1092008,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(Cc2ccccc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(Cc2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),6.1023731,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1092318,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2ccc(OCC)cc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2ccc(OCC)cc2)n1,Diacylglycerol acyltransferase (DGAT),6.8538718,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089832,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2cc(OCC)ccc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2cc(OCC)ccc2)n1,Diacylglycerol acyltransferase (DGAT),7.3565474,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089182,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2ncccc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2ncccc2)n1,Diacylglycerol acyltransferase (DGAT),7.5528421,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089508,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2ccncc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2ccncc2)n1,Diacylglycerol acyltransferase (DGAT),5.2596374,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089507,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2cnccc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2cnccc2)n1,Diacylglycerol acyltransferase (DGAT),5.7212462,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089208,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2c(O)cccc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(OCC)cc2)cn(-c2c(O)cccc2)n1,Diacylglycerol acyltransferase (DGAT),7.0087738,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1090544,FC(F)(F)c1c(C(=O)NC[C@@](NC(=O)c2ccc(OCC)cc2)CO)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NCC(NC(=O)c2ccc(OCC)cc2)CO)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),5.0,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1090202,FC(F)(F)c1c(C(=O)NC[C@](NC(=O)c2ccc(OCC)cc2)CO)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NCC(NC(=O)c2ccc(OCC)cc2)CO)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),5.0,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1090545,FC(F)(F)c1c(C(=O)N[C@](CO)CNC(=O)c2ccc(OCC)cc2)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NC(CO)CNC(=O)c2ccc(OCC)cc2)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),5.0,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1091904,FC(F)(F)c1c(C(=O)N[C@@](CO)CNC(=O)c2ccc(OCC)cc2)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NC(CO)CNC(=O)c2ccc(OCC)cc2)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),5.0,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1091906,FC(F)(F)c1c(C(=O)NC(CNC(=O)c2ccc(OCC)cc2)C)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NC(CNC(=O)c2ccc(OCC)cc2)C)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),5.5528421,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1091905,FC(F)(F)c1c(C(=O)NCC(NC(=O)c2ccc(OCC)cc2)C)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NCC(NC(=O)c2ccc(OCC)cc2)C)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),5.2757239,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1091721,FC(F)(F)c1c(C(=O)NCCNC(=O)c2cc(OCC)ccc2)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2cc(OCC)ccc2)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),5.4436975,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1090842,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(-n3nccc3)cc2)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2ccc(-n3nccc3)cc2)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),7.1023731,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089168,Clc1cnc(C(=O)NCCNC(=O)c2c(C(F)(F)F)nn(-c3ccccc3)c2)cc1,Clc1cnc(C(=O)NCCNC(=O)c2c(C(F)(F)F)nn(-c3ccccc3)c2)cc1,Diacylglycerol acyltransferase (DGAT),5.8860564,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089169,Clc1ncc(C(=O)NCCNC(=O)c2c(C(F)(F)F)nn(-c3ccccc3)c2)cc1,Clc1ncc(C(=O)NCCNC(=O)c2c(C(F)(F)F)nn(-c3ccccc3)c2)cc1,Diacylglycerol acyltransferase (DGAT),7.309804,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1092385,FC(F)(F)COc1ncc(C(=O)NCCNC(=O)c2c(C(F)(F)F)nn(-c3ccccc3)c2)cc1,FC(F)(F)COc1ncc(C(=O)NCCNC(=O)c2c(C(F)(F)F)nn(-c3ccccc3)c2)cc1,Diacylglycerol acyltransferase (DGAT),7.6575775,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089498,FC(F)(F)c1c(C(=O)NCCNC(=O)c2cnc(OCC)cc2)cn(-c2ccccc2)n1,FC(F)(F)c1c(C(=O)NCCNC(=O)c2cnc(OCC)cc2)cn(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),7.6020598,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1088784,O=C(N=C1SC(Cc2ccccc2)=C(c2ccccc2)N1)CCC(=O)c1c(C)cc(OCC)c(OCC)c1,O=C(N=C1SC(Cc2ccccc2)=C(c2ccccc2)N1)CCC(=O)c1c(C)cc(OCC)c(OCC)c1,Diacylglycerol acyltransferase (DGAT),8.0705814,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1089097,O=C(NCCNC(=O)c1ccc(OCC)cc1)c1sc(Cc2ccccc2)c(-c2ccccc2)n1,O=C(NCCNC(=O)c1ccc(OCC)cc1)c1sc(Cc2ccccc2)c(-c2ccccc2)n1,Diacylglycerol acyltransferase (DGAT),6.154902,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257556,O=C(OCC)c1c(CCC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.9208188,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258943,O=C(OCC)c1c(-c2ccc(OC)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(-c2ccc(OC)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),7.2839966,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1256010,O=C(OCC)c1c(-c2ccc(OCc3ccccc3)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(-c2ccc(OCc3ccccc3)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),7.221849,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258708,Clc1ccc(-c2c(C(=O)OCC)c(C(=O)OCC)c3C(c4ccccc4)=CC(N4CCOCC4)=Nn23)cc1,Clc1ccc(-c2c(C(=O)OCC)c(C(=O)OCC)c3C(c4ccccc4)=CC(N4CCOCC4)=Nn23)cc1,Diacylglycerol acyltransferase (DGAT),7.167491,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257799,O=C(OCC)c1c(CC=C)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CC=C)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),7.124939,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258374,O=C(OCC)c1c(-c2ccccc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(-c2ccccc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),7.0915151,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257800,FC(F)(F)CCc1c(C(=O)OCC)c(C(=O)OCC)c2C(c3ccccc3)=CC(N3CCOCC3)=Nn12,FC(F)(F)CCc1c(C(=O)OCC)c(C(=O)OCC)c2C(c3ccccc3)=CC(N3CCOCC3)=Nn12,Diacylglycerol acyltransferase (DGAT),6.9586072,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257917,O=C(OCC)c1c(CCCC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCCC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.7958798,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257918,O=C(OCC)c1c(CCCCC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCCCC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.6575775,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257678,O=C(OCC)c1c(CC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.6197886,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258146,O=C(OCC)c1c(COC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(COC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.6197886,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1256009,O=C(OCC)c1c(-c2ccc(-c3ccccc3)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(-c2ccc(-c3ccccc3)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.6020598,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258261,O=C(OCC)c1c(CCCOC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCCOC)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.5686364,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258600,Clc1cc(-c2c(C(=O)OCC)c(C(=O)OCC)c3C(c4ccccc4)=CC(N4CCOCC4)=Nn23)ccc1,Clc1cc(-c2c(C(=O)OCC)c(C(=O)OCC)c3C(c4ccccc4)=CC(N4CCOCC4)=Nn23)ccc1,Diacylglycerol acyltransferase (DGAT),6.5376019,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258487,O=C(OCC)c1c(-c2cc(OC)ccc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(-c2cc(OC)ccc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.3279023,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257677,O=C(OCC)c1c(C)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(C)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.2839966,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258828,O=C(OCC)c1c(-c2ccc(O)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(-c2ccc(O)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.2441254,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258027,O=C(OCC)c1c(C2CC2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(C2CC2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.2076082,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257207,O=C(OCC)c1c(-c2ccc(N)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(-c2ccc(N)cc2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.2006593,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258028,O=C(OCC)c1c(C2CCC2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(C2CCC2)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),5.6020598,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258262,O=C(OCC)c1c(CCCN(C)C)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCCN(C)C)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.0,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1258145,O=C(OCC)c1c(CCCO)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCCO)n2N=C(N3CCOCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.0,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257557,O=C(OCC)c1c(C(=O)OCC)cn2N=C(N3CCOCC3)C=C(c3ccccc3)c12,O=C(OCC)c1c(C(=O)OCC)cn2N=C(N3CCOCC3)C=C(c3ccccc3)c12,Diacylglycerol acyltransferase (DGAT),5.5228786,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257208,O=C(OCC)c1c(CCC)n2N=C(N3C[C@@](C)O[C@@](C)C3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCC)n2N=C(N3CC(C)OC(C)C3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),5.5228786,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257327,O=C(OCC)c1c(CCC)n2N=C(N3CCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCC)n2N=C(N3CCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),5.8664613,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257328,O=C(OCC)c1c(CCC)n2N=C(N3CCCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCC)n2N=C(N3CCCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),6.9208188,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL1257441,O=C(OCC)c1c(CCC)n2N=C(N3CCCCC3)C=C(c3ccccc3)c2c1C(=O)OCC,O=C(OCC)c1c(CCC)n2N=C(N3CCCCC3)C=C(c3ccccc3)c2c1C(=O)OCC,Diacylglycerol acyltransferase (DGAT),5.2146702,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
