fragments_h,fragments,count,frequency,MW,CLogP,HBA,HBD,heavy
O=C(O[C]1[CH]O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5[CH][C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C]6OC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)OC[C]6O5)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[CH]1)c1cc(O)c(O)c(O)c1,*[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5*)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@](*)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1360.0935420919998,4.462500000000015,37,20,98
O=C(O[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@](OC(=O)c2cc(O)c(O)c(O)c2)[C@@]1O)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](OC(=O)c3cc(O)c(O)c(O)c3)[C@@](O*)[C@]2OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1392.0833713319996,3.862900000000015,39,22,100
CC1C2C(CC3C4CCC5CC(OC6O[C@](CO)[C@](OC7[CH][CH][C@](O)[C@@](CO)O7)[C@](O)[C@@]6O)CC[C@]5(C)C4CC[C@@]32C)O[C@@]12NC[C@](C)C[C@]2O,*C[C@]1CN[C@@]2(OC3CC4C5CCC6CC(OC7O[C@](CO)[C@](OC8O[C@](CO)[C@@](O)[C@](*)[C@@]8*)[C@](O)[C@@]7O)CC[C@]6(C)C5CC[C@]4(C)C3C2C)[C@](O*)C1,1,0.025601638504864313,713.3775115799999,4.295600000000003,12,7,51
O=C(O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5O)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[CH][C@@]1O)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](*)[C@@](O*)[C@]2OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1392.0833713319994,3.8629000000000184,39,22,100
O=C(O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC[C]2O[C@@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[CH][C](O)[CH]O[C]2COC3=O)[C@@]1O)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](*)[C@@](O*)[C@]2*)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1224.0774981039997,3.5614000000000114,34,19,88
O=C(O[C@]1O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[CH][C@]1O)c1cc(O)c(O)c(O)c1Oc1cc2c(c(O)c1O)-c1c(cc(O)c(O)c1O)C(=O)O[C]1[CH][C](O)[CH]O[C]1COC2=O,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](*)[C@@](O*)[C@]2*)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1056.0716248760004,3.259900000000009,29,16,76
O=C(O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5O)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[CH][C@@]1O)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](*)[C@@](O*)[C@]2OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1224.077498104,3.561400000000014,34,19,88
O=C(O[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[CH][C@@]1O)c1cc(O)c(O)c(O)c1,*O[C@]1[C@@](OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5O*)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1392.0833713319996,3.862900000000015,39,22,100
O=C(O[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[CH][C@@]1O)c1cc(O)c(O)c(O)c1,*O[C@]1[C@@](OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](*)[C@]5O*)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1224.077498104,3.5614000000000106,34,19,88
O=C(O[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@](OC(=O)c2cc(O)c(O)c(O)c2)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](OC(=O)c3cc(O)c(O)c(O)c3)[C@@](OC(=O)c3cc(O)c(O)c(O)c3)[C@]2OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1544.0943299399992,4.46420000000001,43,24,111
O=C(O[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@](OC(=O)c2cc(O)c(O)c(O)c2)[C@@]1O)c1cc(O)c(O)c(O)c1,*O[C@]1[C@@](OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5O*)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1560.089244559999,4.164400000000011,44,25,112
CC1C2C(CC3C4CCC5CC(OC6O[C@](CO)[C@](OC7[CH][C@](OC8OC[C@](O)[C@@](O)[C@]8O)[C@@](O)[C@](CO)O7)[C@](O)[C@@]6O)CC[C@]5(C)C4CC[C@@]32C)O[C@@]12NC[C@](C)C[C@]2O,*C[C@]1CN[C@@]2(OC3CC4C5CCC6CC(OC7O[C@](CO)[C@](OC8O[C@](CO)[C@@](O)[C@](OC9OC[C@](O)[C@@](O)[C@]9O)[C@@]8*)[C@](O)[C@@]7O)CC[C@]6(C)C5CC[C@]4(C)C3C2C)[C@](O*)C1,1,0.025601638504864313,858.3912098399999,3.7096700000000036,17,10,61
CC1C2C(CC3C4CCC5CC(OC6O[C@](CO)[CH][C@](O)[C@@]6O)CC[C@]5(C)C4CC[C@@]32C)O[C@@]12NC[C@](C)C[C@]2O,*C[C@]1CN[C@@]2(OC3CC4C5CCC6CC(OC7O[C@](CO)[C@](*)[C@](O)[C@@]7O)CC[C@]6(C)C5CC[C@]4(C)C3C2C)[C@](O*)C1,1,0.025601638504864313,571.350902908,4.757640000000004,8,5,41
O=C(O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5O)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[CH][C@@]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](*)[C@@](OC(=O)c3cc(O)c(O)c(O)c3)[C@]2OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1376.0884567119997,4.1627000000000205,38,21,99
O=C(O[C]1[CH][CH]O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]12)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](*)[C@@](*)[C@]2OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1208.0825834839998,3.8612000000000126,33,18,87
O=C(O[C@]1O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[CH][C@]1O)c1cc(O)c(O)c(O)c1Oc1cc2c(c(O)c1O)-c1c(cc(O)c(O)c1O)C(=O)O[C]1[CH][CH][CH]O[C]1COC2=O,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](*)[C@@](*)[C@]2*)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1040.0767102560003,3.55970000000001,28,15,75
O=C(O[C]1[CH]O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[CH]1)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](*)[C@@](OC(=O)c3cc(O)c(O)c(O)c3)[C@]2*)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1208.082583484,3.8612000000000126,33,18,87
O=C(O[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[CH][C@@]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](OC(=O)c3cc(O)c(O)c(O)c3)[C@@](OC(=O)c3cc(O)c(O)c(O)c3)[C@]2*)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1*,1,0.025601638504864313,1376.0884567119997,4.162700000000015,38,21,99
CC1C2C(CC3C4CCC5CC(OC6O[C@](CO)[C@](OC7O[C@](CO)[C@@](O)[CH][C@@]7OC7O[C@](CO)[C@@](O)[C@](O)[C@@]7O)[C@](O)[C@@]6O)CC[C@]5(C)C4CC[C@@]32C)O[C@@]12NC[C@](C)C[C@]2O,*C[C@]1CN[C@@]2(OC3CC4C5CCC6CC(OC7O[C@](CO)[C@](OC8O[C@](CO)[C@@](O)[C@](*)[C@@]8OC8O[C@](CO)[C@@](O)[C@](O)[C@@]8O)[C@](O)[C@@]7O)CC[C@]6(C)C5CC[C@]4(C)C3C2C)[C@](O*)C1,1,0.025601638504864313,887.3939494919999,3.2339600000000033,18,11,63
O=C(O[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@](OC(=O)c2cc(O)c(O)c(O)c2)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,*O[C@]1[C@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[C@](OC(=O)c3cc(O)c(O)c(O)c3)[C@@](OC(=O)c3cc(O)c(O)c(O)c3)[C@]2OC(=O)c2cc(O)c(O)c(O)c2)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1712.1002031679989,4.765700000000005,48,27,123
O=C(O[C]1[CH]O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[CH]1)c1cc(O)c(O)c(O)c1,*[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@](*)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1528.0994153199993,4.7640000000000065,42,23,110
O=C(O[C@]1[CH][C@@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[CH][C@](OC(=O)c3cc(O)c(O)c(O)c3)[C@@]2O)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]21)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5*)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](*)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1376.0884567119997,4.16270000000002,38,21,99
O=C(O[C@]1[CH][C@@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](O)[CH][CH]O[C]2COC3=O)O[C]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]21)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5*)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](*)[C@@]1*,1,0.025601638504864313,1208.082583484,3.8612000000000135,33,18,87
O=C(O[C]1[CH][CH][C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC[C]2O1)c1cc(O)c(O)c(O)c1Oc1cc2c(c(O)c1O)-c1c(cc(O)c(O)c1O)C(=O)O[C]1[C](O)[CH][CH]O[C]1COC2=O,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](*)[C@]5*)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](*)[C@@]1*,1,0.025601638504864313,1040.0767102560003,3.559700000000009,28,15,75
O=C(O[C@]1[CH][C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC[C]2O[C@]1OC(=O)c1cc(O)c(O)c(O)c1Oc1cc2c(c(O)c1O)-c1c(cc(O)c(O)c1O)C(=O)O[C]1[C](O)[CH][CH]O[C]1COC2=O)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](*)[C@]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](*)[C@@]1*,1,0.025601638504864313,1208.0825834839998,3.8612000000000135,33,18,87
O=C(O[C@]1[CH][C@](O)[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5[CH][C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C]6OC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)OC[C]6O5)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O1)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5*)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](OC(=O)c2cc(O)c(O)c(O)c2)[C@@]1*,1,0.025601638504864313,1376.0884567119997,4.16270000000002,38,21,99
O=C(O[C@]1[CH][C@](O)[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C]5[CH][CH][C]6OC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)OC[C]6O5)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O1)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](*)[C@]5*)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](OC(=O)c2cc(O)c(O)c(O)c2)[C@@]1*,1,0.025601638504864313,1208.082583484,3.861200000000016,33,18,87
O=C(O[C@]1[CH][C@](O)[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O1)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](*)[C@]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](OC(=O)c2cc(O)c(O)c(O)c2)[C@@]1*,1,0.025601638504864313,1376.0884567119997,4.1627000000000205,38,21,99
O=C(O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC[C]2O[C@@](OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)O[C]2[C](COC3=O)O[CH][C@](OC(=O)c3cc(O)c(O)c(O)c3)[C@@]2O)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](OC(=O)c6cc(O)c(O)c(O)c6)[C@]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](*)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1544.0943299399992,4.464200000000018,43,24,111
O=C(O[C@]1[CH]O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C]5[CH][CH][C]6OC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)OC[C]6O5)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@@]1O)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](*)[C@]5*)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](*)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1208.082583484,3.8612000000000126,33,18,87
O=C(O[C@]1O[C]2COC(=O)c3cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[CH][C@]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C]2[C@](O)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](*)[C@]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](OC(=O)c2cc(O)c(O)c(O)c2)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1544.094329939999,4.464200000000011,43,24,111
O=C(O[C@]1[CH][C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC[C]2O[C@]1OC(=O)c1cc(O)c(O)c(O)c1Oc1cc2c(c(O)c1O)-c1c(cc(O)c(O)c1O)C(=O)O[C]1[C](COC2=O)O[CH][C@](OC(=O)c2cc(O)c(O)c(O)c2)[C@@]1O)c1cc(O)c(O)c(O)c1,*O[C@]1[C]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O[C@]5O[C]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C]6[C@@](*)[C@]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C]2O[C@](*)[C@@]1OC(=O)c1cc(O)c(O)c(O)c1,1,0.025601638504864313,1376.0884567119995,4.162700000000019,38,21,99
